label,cond1,cond2,cond3,item,controller,sentence,alternative,overnum,amaze_labels,labels_nums,num_words,label_mismatch,verb_num
psych.atel.se.304,psych,atel,se,304,Maze,Clearly the conductor deplored the unprepared cellist.,x-x-x manager educators cancers sir chronicled pouches.,126,psych1 psych2 psych3 V4 post1 post2 post3,7,7,0,3
psych.tel.oe.304,psych,tel,oe,304,Maze,Quite quickly the conductor annoyed the unprepared cellist.,x-x-x manager educators abortions decimal sir chronicled pouches.,127,psych1 psych2 psych3 psych4 V0 post1 post2 post3,8,8,0,4
psych.tel.se.304,psych,tel,se,304,Maze,Quite quickly the conductor deplored the unprepared cellist.,x-x-x manager educators abortions decimal sir chronicled pouches.,128,psych1 psych2 psych3 psych4 V0 post1 post2 post3,8,8,0,4
psych.atel.oe.305,psych,atel,oe,305,Maze,According to the book the politician baffled the eager reporter.,x-x-x pick goes buy sell moreover mammary bag stare involves.,129,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.atel.se.305,psych,atel,se,305,Maze,According to the book the politician detested the eager reporter.,x-x-x pick goes buy sell moreover mammary bag stare involves.,130,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.oe.305,psych,tel,oe,305,Maze,In the space of a few minutes the politician baffled the eager reporter.,x-x-x pick goes buy sell moreover imagine lord capitalism mammary bag stare involves.,131,psych1 psych2 psych3 psych4 psych5 psych6 psych7 psych8 psych9 V0 post1 post2 post3,13,13,0,9
psych.tel.se.305,psych,tel,se,305,Maze,In the space of a few minutes the politician detested the eager reporter.,x-x-x pick goes buy sell moreover imagine lord capitalism mammary bag stare involves.,132,psych1 psych2 psych3 psych4 psych5 psych6 psych7 psych8 psych9 V0 post1 post2 post3,13,13,0,9
psych.atel.oe.306,psych,atel,oe,306,Maze,Without much reason the student bewildered the school's principal.,x-x-x girl herself guy follows idiopathic yeah arguably succeeded.,133,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.atel.se.306,psych,atel,se,306,Maze,Without much reason the student disdained the school's principal.,x-x-x girl herself guy follows idiopathic yeah arguably succeeded.,134,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.tel.oe.306,psych,tel,oe,306,Maze,Within ten minutes the student bewildered the school's principal.,x-x-x girl herself guy follows idiopathic yeah arguably succeeded.,135,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.tel.se.306,psych,tel,se,306,Maze,Within ten minutes the student disdained the school's principal.,x-x-x girl herself guy follows idiopathic yeah arguably succeeded.,136,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.atel.oe.307,psych,atel,oe,307,Maze,Understandably the nurse calmed the friendly doctor.,x-x-x sir nor secede cent reviewed plenty.,137,psych1 psych2 psych3 V0 post1 post2 post3,7,7,0,3
psych.atel.se.307,psych,atel,se,307,Maze,Understandably the nurse envied the friendly doctor.,x-x-x sir nor secede cent reviewed plenty.,138,psych1 psych2 psych3 V0 post1 post2 post3,7,7,0,3
psych.tel.oe.307,psych,tel,oe,307,Maze,Within a few months the nurse calmed the friendly doctor.,x-x-x sir nor sounds luck cents secede cent reviewed plenty.,139,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.se.307,psych,tel,se,307,Maze,Within a few months the nurse envied the friendly doctor.,x-x-x sir nor sounds luck cents secede cent reviewed plenty.,140,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.atel.oe.308,psych,atel,oe,308,Maze,Obviously the teenager delighted the good looking neighbor.,x-x-x miss annually tariffs sale yeah figured commerce.,141,psych1 psych2 psych3 V0 post1 post2 post3 post4,8,8,0,3
psych.atel.se.308,psych,atel,se,308,Maze,Obviously the teenager fancied the good looking neighbor.,x-x-x miss annually tariffs sale yeah figured commerce.,142,psych1 psych2 psych3 V0 post1 post2 post3 post4,8,8,0,3
psych.tel.oe.308,psych,tel,oe,308,Maze,Within a week the teenager delighted the good looking neighbor.,x-x-x miss annually mind wherever tariffs sale yeah figured commerce.,143,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3 post4,10,10,0,5
psych.tel.se.308,psych,tel,se,308,Maze,Within a week the teenager fancied the good looking neighbor.,x-x-x miss annually mind wherever tariffs sale yeah figured commerce.,144,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3 post4,10,10,0,5
psych.atel.oe.309,psych,atel,oe,309,Maze,According to the producer the agent disappointed the tall woman.,x-x-x rose baby awful nor twice homeland cent suck worry.,145,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.atel.se.309,psych,atel,se,309,Maze,According to the producer the agent favored the tall woman.,x-x-x rose baby awful nor twice homeland cent suck worry.,146,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.oe.309,psych,tel,oe,309,Maze,Within five minutes the agent disappointed the tall woman.,x-x-x rose baby awful nor homeland cent suck worry.,147,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.tel.se.309,psych,tel,se,309,Maze,Within five minutes the agent favored the tall woman.,x-x-x rose baby awful nor homeland cent suck worry.,148,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.atel.oe.310,psych,atel,oe,310,Maze,For quite a few years the fans discouraged the demanding manager.,x-x-x dad thank glad gave anti yeah apocalyptic okay discusses follows.,149,psych1 psych2 psych3 psych4 psych5 psych6 psych7 V0 post1 post2 post3,11,11,0,7
psych.atel.se.310,psych,atel,se,310,Maze,For quite a few years the fans esteemed the demanding manager.,x-x-x dad thank glad gave anti yeah apocalyptic okay discusses follows.,150,psych1 psych2 psych3 psych4 psych5 psych6 psych7 V0 post1 post2 post3,11,11,0,7
psych.tel.oe.310,psych,tel,oe,310,Maze,Within the space of a few days the fans discouraged the demanding manager.,x-x-x dad thank glad gave anti yeah guys whom apocalyptic okay discusses follows.,151,psych1 psych2 psych3 psych4 psych5 psych6 psych7 psych8 psych9 V0 post1 post2 post3,13,13,0,9
psych.tel.se.310,psych,tel,se,310,Maze,Within the space of a few days the fans esteemed the demanding manager.,x-x-x dad thank glad gave anti yeah guys whom apocalyptic okay discusses follows.,152,psych1 psych2 psych3 psych4 psych5 psych6 psych7 psych8 psych9 V0 post1 post2 post3,13,13,0,9
psych.atel.oe.311,psych,atel,oe,311,Maze,According to the letter the minister encouraged the difficult decision.,x-x-x pull anti thinks slow tomorrow unhealthy cent somewhere includes.,153,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.atel.se.311,psych,atel,se,311,Maze,According to the letter the minister regretted the difficult decision.,x-x-x pull anti thinks slow tomorrow unhealthy cent somewhere includes.,154,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.oe.311,psych,tel,oe,311,Maze,Within days the minister encouraged the difficult decision.,x-x-x pull anti thinks unhealthy cent somewhere includes.,155,psych1 psych2 psych3 psych4 V0 post1 post2 post3,8,8,0,4
psych.tel.se.311,psych,tel,se,311,Maze,Within days the minister regretted the difficult decision.,x-x-x pull anti thinks unhealthy cent somewhere includes.,156,psych1 psych2 psych3 psych4 V0 post1 post2 post3,8,8,0,4
psych.atel.oe.312,psych,atel,oe,312,Maze,Because of his upbringing the prince enraged the poor commoners.,x-x-x mom got reacts vote thank subsets app lose germanium.,157,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.atel.se.312,psych,atel,se,312,Maze,Because of his upbringing the prince pitied the poor commoners.,x-x-x mom got reacts vote thank subsets app lose germanium.,158,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.oe.312,psych,tel,oe,312,Maze,Within a couple of months the prince enraged the poor commoners.,x-x-x mom got reacts vote thank except subsets app lose germanium.,159,psych1 psych2 psych3 psych4 psych5 psych6 psych7 V0 post1 post2 post3,11,11,0,7
psych.tel.se.312,psych,tel,se,312,Maze,Within a couple of months the prince pitied the poor commoners.,x-x-x mom got reacts vote thank except subsets app lose germanium.,160,psych1 psych2 psych3 psych4 psych5 psych6 psych7 V0 post1 post2 post3,11,11,0,7
psych.atel.oe.313,psych,atel,oe,313,Maze,According to the owner the rider soothed the scared horse.,x-x-x miss sir hence fat grabs pogroms glad abroad worry.,161,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.atel.se.313,psych,atel,se,313,Maze,According to the owner the rider loathed the scared horse.,x-x-x miss sir hence fat grabs pogroms glad abroad worry.,162,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.oe.313,psych,tel,oe,313,Maze,Within seconds the rider soothed the scared horse.,x-x-x miss sir hence pogroms glad abroad worry.,163,psych1 psych2 psych3 psych4 V0 post1 post2 post3,8,8,0,4
psych.tel.se.313,psych,tel,se,313,Maze,Within seconds the rider loathed the scared horse.,x-x-x miss sir hence pogroms glad abroad worry.,164,psych1 psych2 psych3 psych4 V0 post1 post2 post3,8,8,0,4
psych.atel.oe.314,psych,atel,oe,314,Maze,Fortunately the volunteer fascinated the short park ranger.,x-x-x dad whether noticeable miss cents suck verify.,165,psych1 psych2 psych3 V0 post1 post2 post3 post4,8,8,0,3
psych.atel.se.314,psych,atel,se,314,Maze,Fortunately the volunteer trusted the short park ranger.,x-x-x dad whether noticeable miss cents suck verify.,166,psych1 psych2 psych3 V0 post1 post2 post3 post4,8,8,0,3
psych.tel.oe.314,psych,tel,oe,314,Maze,Within a few hours the volunteer fascinated the short park ranger.,x-x-x dad whether judge yes ourselves noticeable miss cents suck verify.,167,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3 post4,11,11,0,6
psych.tel.se.314,psych,tel,se,314,Maze,Within a few hours the volunteer trusted the short park ranger.,x-x-x dad whether judge yes ourselves noticeable miss cents suck verify.,168,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3 post4,11,11,0,6
psych.atel.oe.315,psych,atel,oe,315,Maze,Like many adolescents the girl offended the alternative rock band.,x-x-x rate defect hill whom covalent yeah accountable earn glad.,169,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3 post4,10,10,0,5
psych.atel.se.315,psych,atel,se,315,Maze,Like many adolescents the girl idolized the alternative rock band.,x-x-x rate defect hill whom covalent yeah accountable earn glad.,170,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3 post4,10,10,0,5
psych.tel.oe.315,psych,tel,oe,315,Maze,Within a month the girl offended the alternative rock band.,x-x-x rate defect hill whom covalent yeah accountable earn glad.,171,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3 post4,10,10,0,5
psych.tel.se.315,psych,tel,se,315,Maze,Within a month the girl idolized the alternative rock band.,x-x-x rate defect hill whom covalent yeah accountable earn glad.,172,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3 post4,10,10,0,5
psych.atel.oe.316,psych,atel,oe,316,Maze,After the accident the citizens outraged the controversial leader.,x-x-x knew worked lord awesome crayons else differentiate myself.,173,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.atel.se.316,psych,atel,se,316,Maze,After the accident the citizens mourned the controversial leader.,x-x-x knew worked lord awesome crayons else differentiate myself.,174,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.tel.oe.316,psych,tel,oe,316,Maze,Within a couple of days the citizens outraged the controversial leader.,x-x-x knew worked lord awesome sir contains crayons else differentiate myself.,175,psych1 psych2 psych3 psych4 psych5 psych6 psych7 V0 post1 post2 post3,11,11,0,7
psych.tel.se.316,psych,tel,se,316,Maze,Within a couple of days the citizens mourned the controversial leader.,x-x-x knew worked lord awesome sir contains crayons else differentiate myself.,176,psych1 psych2 psych3 psych4 psych5 psych6 psych7 V0 post1 post2 post3,11,11,0,7
psych.atel.oe.317,psych,atel,oe,317,Maze,According to the article the president perplexed the campaign advisor.,x-x-x know anti herself hope yesterday retailers door appeared toddler.,177,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.atel.se.317,psych,atel,se,317,Maze,According to the article the president valued the campaign advisor.,x-x-x know anti herself hope yesterday retailers door appeared toddler.,178,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.oe.317,psych,tel,oe,317,Maze,Over time the president perplexed the campaign advisor.,x-x-x know anti herself retailers door appeared toddler.,179,psych1 psych2 psych3 psych4 V0 post1 post2 post3,8,8,0,4
psych.tel.se.317,psych,tel,se,317,Maze,Over time the president valued the campaign advisor.,x-x-x know anti herself retailers door appeared toddler.,180,psych1 psych2 psych3 psych4 V0 post1 post2 post3,8,8,0,4
psych.atel.oe.318,psych,atel,oe,318,Maze,After the buy-out the board placated the old president.,x-x-x beach yeah glad twice intertidal okay ago obviously.,181,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.atel.se.318,psych,atel,se,318,Maze,After the buy-out the board distrusted the old president.,x-x-x beach yeah glad twice intertidal okay ago obviously.,182,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.tel.oe.318,psych,tel,oe,318,Maze,Almost immediately the board placated the old president.,x-x-x beach yeah glad intertidal okay ago obviously.,183,psych1 psych2 psych3 psych4 V0 post1 post2 post3,8,8,0,4
psych.tel.se.318,psych,tel,se,318,Maze,Almost immediately the board distrusted the old president.,x-x-x beach yeah glad intertidal okay ago obviously.,184,psych1 psych2 psych3 psych4 V0 post1 post2 post3,8,8,0,4
psych.atel.oe.319,psych,atel,oe,319,Maze,Quite surprisingly the schoolboy provoked the cute puppy.,x-x-x profession owner payable testify app aids facto.,185,psych1 psych2 psych3 psych4 V0 post1 post2 post3,8,8,0,4
psych.atel.se.319,psych,atel,se,319,Maze,Quite surprisingly the schoolboy missed the cute puppy.,x-x-x profession owner payable testify app aids facto.,186,psych1 psych2 psych3 psych4 V0 post1 post2 post3,8,8,0,4
psych.tel.oe.319,psych,tel,oe,319,Maze,Within a couple of hours the schoolboy provoked the cute puppy.,x-x-x profession owner payable piece pro cirrhosis testify app aids facto.,187,psych1 psych2 psych3 psych4 psych5 psych6 psych7 V0 post1 post2 post3,11,11,0,7
psych.tel.se.319,psych,tel,se,319,Maze,Within a couple of hours the schoolboy missed the cute puppy.,x-x-x profession owner payable piece pro cirrhosis testify app aids facto.,188,psych1 psych2 psych3 psych4 psych5 psych6 psych7 V0 post1 post2 post3,11,11,0,7
psych.atel.oe.320,psych,atel,oe,320,Maze,Unfortunately the criminal saddened the strict federal judge.,x-x-x soul yourself solstice text topped require truly.,189,psych1 psych2 psych3 V0 post1 post2 post3 post4,8,8,0,3
psych.atel.se.320,psych,atel,se,320,Maze,Unfortunately the criminal resented the strict federal judge.,x-x-x soul yourself solstice text topped require truly.,190,psych1 psych2 psych3 V0 post1 post2 post3 post4,8,8,0,3
psych.tel.oe.320,psych,tel,oe,320,Maze,Within a half hour the criminal saddened the strict federal judge.,x-x-x soul yourself jobs cup anywhere solstice text topped require truly.,191,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3 post4,11,11,0,6
psych.tel.se.320,psych,tel,se,320,Maze,Within a half hour the criminal resented the strict federal judge.,x-x-x soul yourself jobs cup anywhere solstice text topped require truly.,192,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3 post4,11,11,0,6
psych.atel.oe.321,psych,atel,oe,321,Maze,Without a doubt the child scared the precious kitten.,x-x-x miss today guy hear federally cent involves slated.,193,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.atel.se.321,psych,atel,se,321,Maze,Without a doubt the child cherished the precious kitten.,x-x-x miss today guy hear federally cent involves slated.,194,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.tel.oe.321,psych,tel,oe,321,Maze,Within a few minutes the child scared the precious kitten.,x-x-x miss today guy hear shown federally cent involves slated.,195,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.se.321,psych,tel,se,321,Maze,Within a few minutes the child cherished the precious kitten.,x-x-x miss today guy hear shown federally cent involves slated.,196,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.atel.oe.322,psych,atel,oe,322,Maze,According to the memo the producer upset the tempermental superstar.,x-x-x net cup ensuring slow realized births bag minesweeping honeymoon.,197,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.atel.se.322,psych,atel,se,322,Maze,According to the memo the producer tolerated the tempermental superstar.,x-x-x net cup ensuring slow realized births bag minesweeping honeymoon.,198,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.oe.322,psych,tel,oe,322,Maze,Quite suddenly the producer upset the tempermental superstar.,x-x-x net cup ensuring births bag minesweeping honeymoon.,199,psych1 psych2 psych3 psych4 V0 post1 post2 post3,8,8,0,4
psych.tel.se.322,psych,tel,se,322,Maze,Quite suddenly the producer tolerated the tempermental superstar.,x-x-x net cup ensuring births bag minesweeping honeymoon.,200,psych1 psych2 psych3 psych4 V0 post1 post2 post3,8,8,0,4
psych.atel.oe.323,psych,atel,oe,323,Maze,According to the email the editor terrified the brilliant first-time author.,x-x-x own pro yours wait lovely suburban grow ourselves infections latter.,201,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3 post4,11,11,0,6
psych.atel.se.323,psych,atel,se,323,Maze,According to the email the editor prized the brilliant first-time author.,x-x-x own pro yours wait lovely suburban grow ourselves infections latter.,202,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3 post4,11,11,0,6
psych.tel.oe.323,psych,tel,oe,323,Maze,Within hours the editor terrified the brilliant first-time author.,x-x-x own pro yours suburban grow ourselves infections latter.,203,psych1 psych2 psych3 psych4 V0 post1 post2 post3 post4,9,9,0,4
psych.tel.se.323,psych,tel,se,323,Maze,Within hours the editor prized the brilliant first-time author.,x-x-x own pro yours suburban grow ourselves infections latter.,204,psych1 psych2 psych3 psych4 V0 post1 post2 post3 post4,9,9,0,4
psych.atel.oe.324,psych,atel,oe,324,Maze,Understandably the attorney confused the distressed witness.,x-x-x thank anymore gospel gone reiterated destroy.,205,psych1 psych2 psych3 V0 post1 post2 post3,7,7,0,3
psych.atel.se.324,psych,atel,se,324,Maze,Understandably the attorney valued the distressed witness.,x-x-x thank anymore gospel gone reiterated destroy.,206,psych1 psych2 psych3 V0 post1 post2 post3,7,7,0,3
psych.tel.oe.324,psych,tel,oe,324,Maze,Within twenty minutes the attorney confused the distressed witness.,x-x-x thank anymore fund anywhere gospel gone reiterated destroy.,207,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.tel.se.324,psych,tel,se,324,Maze,Within twenty minutes the attorney valued the distressed witness.,x-x-x thank anymore fund anywhere gospel gone reiterated destroy.,208,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.atel.oe.325,psych,atel,oe,325,Maze,Unsurprisingly the dean charmed the potential donors.,x-x-x pre suck sequels okay alongside sorted.,209,psych1 psych2 psych3 V0 post1 post2 post3,7,7,0,3
psych.atel.se.325,psych,atel,se,325,Maze,Unsurprisingly the dean prized the potential donors.,x-x-x pre suck sequels okay alongside sorted.,210,psych1 psych2 psych3 V0 post1 post2 post3,7,7,0,3
psych.tel.oe.325,psych,tel,oe,325,Maze,In the space of a few minutes the dean charmed the potential donors.,x-x-x pre suck sure can wear explain luck rely sequels okay alongside sorted.,211,psych1 psych2 psych3 psych4 psych5 psych6 psych7 psych8 psych9 V0 post1 post2 post3,13,13,0,9
psych.tel.se.325,psych,tel,se,325,Maze,In the space of a few minutes the dean prized the potential donors.,x-x-x pre suck sure can wear explain luck rely sequels okay alongside sorted.,212,psych1 psych2 psych3 psych4 psych5 psych6 psych7 psych8 psych9 V0 post1 post2 post3,13,13,0,9
psych.atel.oe.326,psych,atel,oe,326,Maze,Without a doubt the leader thrilled the captive audience.,x-x-x pick songs dad china reptiles eat expands feedback.,213,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.atel.se.326,psych,atel,se,326,Maze,Without a doubt the leader treasured the captive audience.,x-x-x pick songs dad china reptiles eat expands feedback.,214,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.tel.oe.326,psych,tel,oe,326,Maze,Within a few minutes the leader thrilled the captive audience.,x-x-x pick songs dad china thinks reptiles eat expands feedback.,215,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.se.326,psych,tel,se,326,Maze,Within a few minutes the leader treasured the captive audience.,x-x-x pick songs dad china thinks reptiles eat expands feedback.,216,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.atel.oe.327,psych,atel,oe,327,Maze,Surprisingly the psychic hypnotized the gullible man.,x-x-x guy admire abolishing pre totalled lots.,217,psych1 psych2 psych3 V0 post1 post2 post3,7,7,0,3
psych.atel.se.327,psych,atel,se,327,Maze,Surprisingly the psychic appreciated the gullible man.,x-x-x guy admire abolishing pre totalled lots.,218,psych1 psych2 psych3 V0 post1 post2 post3,7,7,0,3
psych.tel.oe.327,psych,tel,oe,327,Maze,In no time the psychic hypnotized the gullible man.,x-x-x guy admire baby abusing abolishing pre totalled lots.,219,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.tel.se.327,psych,tel,se,327,Maze,In no time the psychic appreciated the gullible man.,x-x-x guy admire baby abusing abolishing pre totalled lots.,220,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.atel.oe.328,psych,atel,oe,328,Maze,For a long time the orderly comforted the dying patient.,x-x-x hear looked fear thru harming worthless okay fails compete.,221,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.atel.se.328,psych,atel,se,328,Maze,For a long time the orderly respected the dying patient.,x-x-x hear looked fear thru harming worthless okay fails compete.,222,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.oe.328,psych,tel,oe,328,Maze,Within ten minutes the orderly comforted the dying patient.,x-x-x hear looked fear thru worthless okay fails compete.,223,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.tel.se.328,psych,tel,se,328,Maze,Within ten minutes the orderly respected the dying patient.,x-x-x hear looked fear thru worthless okay fails compete.,224,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.atel.oe.329,psych,atel,oe,329,Maze,According to the journal the paralegal embarrassed the experienced lawyer.,x-x-x dad away offered lord adenosine undisclosed nice accountable forgot.,225,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.atel.se.329,psych,atel,se,329,Maze,According to the journal the paralegal idolized the experienced lawyer.,x-x-x dad away offered lord adenosine undisclosed nice accountable forgot.,226,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.oe.329,psych,tel,oe,329,Maze,Within a few months the paralegal embarrassed the experienced lawyer.,x-x-x dad away offered lord adenosine undisclosed nice accountable forgot.,227,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.se.329,psych,tel,se,329,Maze,Within a few months the paralegal idolized the experienced lawyer.,x-x-x dad away offered lord adenosine undisclosed nice accountable forgot.,228,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.atel.oe.330,psych,atel,oe,330,Maze,Obviously the dragon horrified the town's people.,x-x-x hear suck scathing hour ankles showed.,229,psych1 psych2 psych3 V0 post1 post2 post3,7,7,0,3
psych.atel.se.330,psych,atel,se,330,Maze,Obviously the dragon detested the town's people.,x-x-x hear suck scathing hour ankles showed.,230,psych1 psych2 psych3 V0 post1 post2 post3,7,7,0,3
psych.tel.oe.330,psych,tel,oe,330,Maze,Within one week the dragon horrified the town's people.,x-x-x hear suck blue lately scathing hour ankles showed.,231,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.tel.se.330,psych,tel,se,330,Maze,Within one week the dragon detested the town's people.,x-x-x hear suck blue lately scathing hour ankles showed.,232,psych1 psych2 psych3 psych4 psych5 V0 post1 post2 post3,9,9,0,5
psych.atel.oe.331,psych,atel,oe,331,Maze,For no good reason the kids disturbed the quiet librarian.,x-x-x hear grow weird dad whom heretical seat ought calculate.,233,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.atel.se.331,psych,atel,se,331,Maze,For no good reason the kids distrusted the quiet librarian.,x-x-x hear grow weird dad whom heretical seat ought calculate.,234,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.oe.331,psych,tel,oe,331,Maze,Within a half hour the kids disturbed the quiet librarian.,x-x-x hear grow weird dad whom heretical seat ought calculate.,235,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
psych.tel.se.331,psych,tel,se,331,Maze,Within a half hour the kids distrusted the quiet librarian.,x-x-x hear grow weird dad whom heretical seat ought calculate.,236,psych1 psych2 psych3 psych4 psych5 psych6 V0 post1 post2 post3,10,10,0,6
